properties/label_type,properties/severity,GEN_ALIAS
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Georgetown
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Georgetown
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Georgetown
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Georgetown
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,5.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Georgetown
NoSidewalk,3.0,Georgetown
NoSidewalk,5.0,Georgetown
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,5.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,5.0,Georgetown
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Georgetown
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Georgetown
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,2.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Georgetown
NoSidewalk,4.0,Georgetown
NoSidewalk,3.0,Georgetown
NoSidewalk,5.0,Georgetown
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,5.0,Georgetown
NoSidewalk,1.0,South Beacon Hill/NewHolly
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Beacon Hill
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,1.0,South Beacon Hill/NewHolly
NoSidewalk,4.0,Beacon Hill
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,3.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
NoSidewalk,4.0,Duwamish/SODO
